seed,n_clusters,alpha,theoretical,empirical
243,25,0.01,0.99,1.0
243,25,0.05,0.95,0.9385964912280702
243,25,0.1,0.9,0.9122807017543859
243,25,0.2,0.8,0.8245614035087719
244,25,0.01,0.99,0.9824561403508771
244,25,0.05,0.95,0.9298245614035088
244,25,0.1,0.9,0.8859649122807017
244,25,0.2,0.8,0.7807017543859649
245,25,0.01,0.99,1.0
245,25,0.05,0.95,0.9473684210526315
245,25,0.1,0.9,0.9210526315789473
245,25,0.2,0.8,0.8157894736842105
246,25,0.01,0.99,1.0
246,25,0.05,0.95,0.9824561403508771
246,25,0.1,0.9,0.8859649122807017
246,25,0.2,0.8,0.8070175438596491
247,25,0.01,0.99,0.9912280701754386
247,25,0.05,0.95,0.9385964912280702
247,25,0.1,0.9,0.9210526315789473
247,25,0.2,0.8,0.8333333333333334
248,25,0.01,0.99,0.9912280701754386
248,25,0.05,0.95,0.9824561403508771
248,25,0.1,0.9,0.8508771929824561
248,25,0.2,0.8,0.7807017543859649
249,25,0.01,0.99,0.9912280701754386
249,25,0.05,0.95,0.9824561403508771
249,25,0.1,0.9,0.9473684210526315
249,25,0.2,0.8,0.8508771929824561
250,25,0.01,0.99,1.0
250,25,0.05,0.95,0.9385964912280702
250,25,0.1,0.9,0.8859649122807017
250,25,0.2,0.8,0.8245614035087719
251,25,0.01,0.99,1.0
251,25,0.05,0.95,0.9824561403508771
251,25,0.1,0.9,0.9210526315789473
251,25,0.2,0.8,0.7280701754385965
252,25,0.01,0.99,1.0
252,25,0.05,0.95,0.9736842105263158
252,25,0.1,0.9,0.9649122807017544
252,25,0.2,0.8,0.8859649122807017
253,25,0.01,0.99,0.9912280701754386
253,25,0.05,0.95,0.9385964912280702
253,25,0.1,0.9,0.8333333333333334
253,25,0.2,0.8,0.7631578947368421
254,25,0.01,0.99,1.0
254,25,0.05,0.95,0.9736842105263158
254,25,0.1,0.9,0.9385964912280702
254,25,0.2,0.8,0.8771929824561403
255,25,0.01,0.99,0.9912280701754386
255,25,0.05,0.95,0.9649122807017544
255,25,0.1,0.9,0.9210526315789473
255,25,0.2,0.8,0.8421052631578947
256,25,0.01,0.99,1.0
256,25,0.05,0.95,0.9912280701754386
256,25,0.1,0.9,0.9122807017543859
256,25,0.2,0.8,0.8333333333333334
257,25,0.01,0.99,1.0
257,25,0.05,0.95,0.8947368421052632
257,25,0.1,0.9,0.8157894736842105
257,25,0.2,0.8,0.7280701754385965
258,25,0.01,0.99,0.9912280701754386
258,25,0.05,0.95,0.9385964912280702
258,25,0.1,0.9,0.8771929824561403
258,25,0.2,0.8,0.7543859649122807
259,25,0.01,0.99,0.9912280701754386
259,25,0.05,0.95,0.9649122807017544
259,25,0.1,0.9,0.9298245614035088
259,25,0.2,0.8,0.8421052631578947
260,25,0.01,0.99,0.9824561403508771
260,25,0.05,0.95,0.9649122807017544
260,25,0.1,0.9,0.8947368421052632
260,25,0.2,0.8,0.7807017543859649
261,25,0.01,0.99,1.0
261,25,0.05,0.95,0.8771929824561403
261,25,0.1,0.9,0.868421052631579
261,25,0.2,0.8,0.7719298245614035
262,25,0.01,0.99,1.0
262,25,0.05,0.95,0.9824561403508771
262,25,0.1,0.9,0.9385964912280702
262,25,0.2,0.8,0.8157894736842105
263,25,0.01,0.99,1.0
263,25,0.05,0.95,0.9298245614035088
263,25,0.1,0.9,0.8947368421052632
263,25,0.2,0.8,0.8157894736842105
264,25,0.01,0.99,0.9824561403508771
264,25,0.05,0.95,0.868421052631579
264,25,0.1,0.9,0.8245614035087719
264,25,0.2,0.8,0.7192982456140351
265,25,0.01,0.99,0.9912280701754386
265,25,0.05,0.95,0.9912280701754386
265,25,0.1,0.9,0.868421052631579
265,25,0.2,0.8,0.7894736842105263
266,25,0.01,0.99,0.9912280701754386
266,25,0.05,0.95,0.9736842105263158
266,25,0.1,0.9,0.9210526315789473
266,25,0.2,0.8,0.7982456140350878
267,25,0.01,0.99,0.9824561403508771
267,25,0.05,0.95,0.956140350877193
267,25,0.1,0.9,0.868421052631579
267,25,0.2,0.8,0.8508771929824561
268,25,0.01,0.99,0.9912280701754386
268,25,0.05,0.95,0.8596491228070176
268,25,0.1,0.9,0.8245614035087719
268,25,0.2,0.8,0.7017543859649122
269,25,0.01,0.99,0.9912280701754386
269,25,0.05,0.95,0.9649122807017544
269,25,0.1,0.9,0.9035087719298246
269,25,0.2,0.8,0.8508771929824561
270,25,0.01,0.99,0.9912280701754386
270,25,0.05,0.95,0.9210526315789473
270,25,0.1,0.9,0.868421052631579
270,25,0.2,0.8,0.7631578947368421
271,25,0.01,0.99,0.9912280701754386
271,25,0.05,0.95,0.9649122807017544
271,25,0.1,0.9,0.9035087719298246
271,25,0.2,0.8,0.7719298245614035
272,25,0.01,0.99,1.0
272,25,0.05,0.95,0.9385964912280702
272,25,0.1,0.9,0.868421052631579
272,25,0.2,0.8,0.7543859649122807
273,25,0.01,0.99,0.9824561403508771
273,25,0.05,0.95,0.9649122807017544
273,25,0.1,0.9,0.9122807017543859
273,25,0.2,0.8,0.7807017543859649
274,25,0.01,0.99,0.9912280701754386
274,25,0.05,0.95,0.9649122807017544
274,25,0.1,0.9,0.8859649122807017
274,25,0.2,0.8,0.7719298245614035
275,25,0.01,0.99,0.9912280701754386
275,25,0.05,0.95,0.9210526315789473
275,25,0.1,0.9,0.8333333333333334
275,25,0.2,0.8,0.7280701754385965
276,25,0.01,0.99,0.9736842105263158
276,25,0.05,0.95,0.9736842105263158
276,25,0.1,0.9,0.9473684210526315
276,25,0.2,0.8,0.9035087719298246
277,25,0.01,0.99,0.9912280701754386
277,25,0.05,0.95,0.8859649122807017
277,25,0.1,0.9,0.868421052631579
277,25,0.2,0.8,0.7368421052631579
278,25,0.01,0.99,0.9912280701754386
278,25,0.05,0.95,0.9649122807017544
278,25,0.1,0.9,0.9298245614035088
278,25,0.2,0.8,0.8157894736842105
279,25,0.01,0.99,1.0
279,25,0.05,0.95,0.9298245614035088
279,25,0.1,0.9,0.9122807017543859
279,25,0.2,0.8,0.8157894736842105
280,25,0.01,0.99,1.0
280,25,0.05,0.95,0.9649122807017544
280,25,0.1,0.9,0.956140350877193
280,25,0.2,0.8,0.8245614035087719
281,25,0.01,0.99,0.9912280701754386
281,25,0.05,0.95,0.956140350877193
281,25,0.1,0.9,0.9473684210526315
281,25,0.2,0.8,0.8508771929824561
282,25,0.01,0.99,1.0
282,25,0.05,0.95,0.9649122807017544
282,25,0.1,0.9,0.9122807017543859
282,25,0.2,0.8,0.8245614035087719
283,25,0.01,0.99,1.0
283,25,0.05,0.95,0.9912280701754386
283,25,0.1,0.9,0.9210526315789473
283,25,0.2,0.8,0.8596491228070176
284,25,0.01,0.99,0.9912280701754386
284,25,0.05,0.95,0.9824561403508771
284,25,0.1,0.9,0.9385964912280702
284,25,0.2,0.8,0.8771929824561403
285,25,0.01,0.99,1.0
285,25,0.05,0.95,0.9736842105263158
285,25,0.1,0.9,0.9210526315789473
285,25,0.2,0.8,0.8245614035087719
286,25,0.01,0.99,1.0
286,25,0.05,0.95,0.9736842105263158
286,25,0.1,0.9,0.9035087719298246
286,25,0.2,0.8,0.8596491228070176
287,25,0.01,0.99,1.0
287,25,0.05,0.95,0.9912280701754386
287,25,0.1,0.9,0.9473684210526315
287,25,0.2,0.8,0.8596491228070176
288,25,0.01,0.99,1.0
288,25,0.05,0.95,0.9649122807017544
288,25,0.1,0.9,0.9385964912280702
288,25,0.2,0.8,0.8859649122807017
289,25,0.01,0.99,1.0
289,25,0.05,0.95,0.9649122807017544
289,25,0.1,0.9,0.8508771929824561
289,25,0.2,0.8,0.7719298245614035
290,25,0.01,0.99,0.9912280701754386
290,25,0.05,0.95,0.9649122807017544
290,25,0.1,0.9,0.9122807017543859
290,25,0.2,0.8,0.8421052631578947
291,25,0.01,0.99,1.0
291,25,0.05,0.95,0.9122807017543859
291,25,0.1,0.9,0.868421052631579
291,25,0.2,0.8,0.7719298245614035
292,25,0.01,0.99,0.9912280701754386
292,25,0.05,0.95,0.9824561403508771
292,25,0.1,0.9,0.9385964912280702
292,25,0.2,0.8,0.8421052631578947
293,25,0.01,0.99,1.0
293,25,0.05,0.95,0.9473684210526315
293,25,0.1,0.9,0.9210526315789473
293,25,0.2,0.8,0.8333333333333334
294,25,0.01,0.99,1.0
294,25,0.05,0.95,0.9385964912280702
294,25,0.1,0.9,0.8421052631578947
294,25,0.2,0.8,0.7807017543859649
295,25,0.01,0.99,0.9912280701754386
295,25,0.05,0.95,0.956140350877193
295,25,0.1,0.9,0.9298245614035088
295,25,0.2,0.8,0.7807017543859649
296,25,0.01,0.99,0.9736842105263158
296,25,0.05,0.95,0.8947368421052632
296,25,0.1,0.9,0.8596491228070176
296,25,0.2,0.8,0.7368421052631579
297,25,0.01,0.99,1.0
297,25,0.05,0.95,0.9649122807017544
297,25,0.1,0.9,0.9035087719298246
297,25,0.2,0.8,0.8070175438596491
298,25,0.01,0.99,0.9912280701754386
298,25,0.05,0.95,0.9824561403508771
298,25,0.1,0.9,0.9035087719298246
298,25,0.2,0.8,0.8157894736842105
299,25,0.01,0.99,1.0
299,25,0.05,0.95,0.9649122807017544
299,25,0.1,0.9,0.9035087719298246
299,25,0.2,0.8,0.8421052631578947
