name,def_file,def_line,src_usages,test_usages,pattern,scope
_raise,test_reject.py,650,0,3,Pattern 2 (Shared Test Utility),test
_fields_,test_reject_memory.py,24,0,1,Pattern 2 (Local Test Helper),test
_REPO_ROOT,capabilities\test_tif_policy.py,27,0,5,Pattern 2 (Shared Test Utility),test
_TIF_DIR,capabilities\conftest.py,14,0,3,Pattern 2 (Shared Test Utility),test
_RNG_SEED,capabilities\test_visualization_contracts.py,30,0,58,Pattern 2 (Shared Test Utility),test
_N_SAMPLES,capabilities\test_visualization_contracts.py,31,0,23,Pattern 2 (Shared Test Utility),test
_N_FEATURES,capabilities\test_visualization_contracts.py,32,0,22,Pattern 2 (Shared Test Utility),test
_N_TEST,capabilities\test_visualization_contracts.py,33,0,22,Pattern 2 (Shared Test Utility),test
_TIF_PY_DIR,capabilities\test_tif_policy.py,28,0,8,Pattern 2 (Shared Test Utility),test
_TIF_UTILITY_MODULES,capabilities\test_tif_policy.py,30,0,2,Pattern 2 (Shared Test Utility),test
_get_tif_py_files,capabilities\test_tif_policy.py,36,0,12,Pattern 2 (Shared Test Utility),test
_read_source,capabilities\test_tif_policy.py,41,0,12,Pattern 2 (Shared Test Utility),test
_FORBIDDEN_INTERNAL_IMPORT,capabilities\test_tif_policy.py,70,0,2,Pattern 2 (Shared Test Utility),test
_FORBIDDEN_DIRECT_CONSTRUCTION,capabilities\test_tif_policy.py,96,0,2,Pattern 2 (Shared Test Utility),test
_PRIVATE_MEMBER_PATTERN,capabilities\test_tif_policy.py,123,0,2,Pattern 2 (Shared Test Utility),test
_CAPABILITY_TEST_RE,capabilities\test_tif_policy.py,194,0,2,Pattern 2 (Shared Test Utility),test
_TIF_REFS_RE,capabilities\test_tif_policy.py,195,0,2,Pattern 2 (Shared Test Utility),test
_TIF_EXEMPTION_RE,capabilities\test_tif_policy.py,196,0,2,Pattern 2 (Shared Test Utility),test
_REQUIRED_IDENTITY_FIELDS,capabilities\test_tif_policy.py,240,0,2,Pattern 2 (Shared Test Utility),test
_spec_table_value,capabilities\test_tif_policy.py,250,0,4,Pattern 2 (Shared Test Utility),test
_ALLOWED_CONTEXT_WORDS,docs\get_started\test_no_ce_agent_utils_recommendation.py,47,0,3,Pattern 2 (Shared Test Utility),test
_DATA_DIR,helpers\fixtures.py,10,0,7,Pattern 2 (Shared Test Utility),test
_clf,integration\test_reject_alternatives_integration.py,26,0,4,Pattern 2 (Shared Test Utility),test
_wrapper,integration\test_reject_alternatives_integration.py,27,0,21,Pattern 2 (Shared Test Utility),test
_get_explainer,unit\test_prune_quality_backfill.py,33,0,0,Pattern 2 (Local Test Helper),test
_CONFIG_PAYLOAD_KEYS,observability\test_config_governance_events.py,25,0,2,Pattern 2 (Shared Test Utility),test
_isolate_registry,observability\test_governance_events.py,27,0,0,Pattern 2 (Local Test Helper),test
_write_wheel,scripts\test_packaging_artifact_check.py,14,0,6,Pattern 2 (Shared Test Utility),test
_write_sdist,scripts\test_packaging_artifact_check.py,48,0,6,Pattern 2 (Shared Test Utility),test
_explainer,calibrated_explanations\explanations\explanations.py,2030,49,2,Pattern 1 (Inter-module / Testing leaked),library
_load_deprecations_md,unit\api\test_deprecation_ledger_sync.py,19,0,8,Pattern 2 (Shared Test Utility),test
_classification_wrapper,unit\calibration\test_calibrator_primitive_roundtrip.py,21,0,6,Pattern 2 (Shared Test Utility),test
_regression_wrapper,unit\calibration\test_calibrator_primitive_roundtrip.py,31,0,6,Pattern 2 (Shared Test Utility),test
_v1_primitive,unit\calibration\test_calibrator_primitive_roundtrip.py,41,0,4,Pattern 2 (Shared Test Utility),test
_classification_explainer,unit\core\test_calibrated_explainer_more_paths.py,577,0,16,Pattern 2 (Shared Test Utility),test
_EMPTY_PYPROJECT,unit\core\test_calibrated_explainer_parallel_env.py,52,0,22,Pattern 2 (Shared Test Utility),test
_fitted_classification_wrapper,unit\core\test_parameter_surface_contracts.py,59,0,12,Pattern 2 (Shared Test Utility),test
_CALIBRATE_VALUES,unit\core\test_parameter_surface_contracts.py,165,0,3,Pattern 2 (Shared Test Utility),test
_EXPLAIN_VALUES,unit\core\test_parameter_surface_contracts.py,200,0,3,Pattern 2 (Shared Test Utility),test
_EXPLAIN_FAST_VALUES,unit\core\test_parameter_surface_contracts.py,213,0,3,Pattern 2 (Shared Test Utility),test
_PREDICT_VALUES,unit\core\test_parameter_surface_contracts.py,220,0,3,Pattern 2 (Shared Test Utility),test
_PREDICT_PROBA_VALUES,unit\core\test_parameter_surface_contracts.py,231,0,3,Pattern 2 (Shared Test Utility),test
_agg_backend,unit\core\test_parameter_surface_contracts.py,366,0,0,Pattern 2 (Local Test Helper),test
_fail_init,unit\core\test_reject_ncf_redteam.py,799,0,1,Pattern 2 (Local Test Helper),test
_predict,calibrated_explanations\integrations\shap.py,110,2,2,Pattern 1 (Inter-module / Testing leaked),library
_HALF_REJECTED,unit\core\test_reject_wp9_perf.py,102,0,17,Pattern 2 (Shared Test Utility),test
_explain_fn,calibrated_explanations\core\explain\orchestrator.py,1265,3,3,Pattern 1 (Inter-module / Testing leaked),library
_fake_sleep,unit\core\test_reject_wp9_perf.py,263,0,1,Pattern 2 (Local Test Helper),test
_fake_perf_counter,unit\core\test_reject_wp9_perf.py,266,0,1,Pattern 2 (Local Test Helper),test
_raise_override_failure,unit\core\test_removal_batch_replacements.py,169,0,1,Pattern 2 (Local Test Helper),test
_CLASSIFICATION_LEGACY_PAYLOAD,unit\explanations\test_adapter_golden_fixtures.py,17,0,11,Pattern 2 (Shared Test Utility),test
_CLASSIFICATION_DOMAIN_GOLDEN,unit\explanations\test_adapter_golden_fixtures.py,30,0,16,Pattern 2 (Shared Test Utility),test
_record,unit\explanations\test_calibrated_explanations.py,449,0,2,Pattern 2 (Shared Test Utility),test
_check_preconditions,calibrated_explanations\explanations\guarded_explanation.py,545,8,0,Consistent (Internal Only),library
_rank_features,unit\explanations\test_multiclass_plot_payload.py,38,2,0,Pattern 2 (Local Test Helper),test
_get_rules,unit\explanations\test_calibrated_explanations.py,426,1,0,Pattern 2 (Local Test Helper),test
_failing_predict_conjunctive,unit\explanations\test_conjunction_hardening.py,34,0,1,Pattern 2 (Local Test Helper),test
_make_minimal_factual,unit\explanations\test_explanation_domain_model.py,88,0,12,Pattern 2 (Shared Test Utility),test
_is_lesser,calibrated_explanations\explanations\explanation.py,4183,1,0,Consistent (Internal Only),library
_get_rule_str,calibrated_explanations\explanations\explanation.py,1573,1,0,Consistent (Internal Only),library
_legacy_payload,calibrated_explanations\explanations\explanations.py,728,0,0,Pattern 3 (Completely Dead),library
_factual_values,unit\explanations\test_multiclass_plot_payload.py,85,0,1,Pattern 2 (Local Test Helper),test
_predicts,unit\explanations\test_multiclass_plot_payload.py,86,0,1,Pattern 2 (Local Test Helper),test
_is_fast,unit\external_plugins\test_pipelines.py,122,0,1,Pattern 2 (Local Test Helper),test
_enable_fast_mode,unit\external_plugins\test_pipelines.py,125,0,1,Pattern 2 (Local Test Helper),test
_boom,unit\external_plugins\test_pipelines.py,227,0,1,Pattern 2 (Local Test Helper),test
_fake_compute_feature_effects,unit\external_plugins\test_pipelines.py,242,0,1,Pattern 2 (Local Test Helper),test
_resolve,unit\plugins\test_adr015_hardening.py,164,0,1,Pattern 2 (Local Test Helper),test
_FIXTURE_ROOT,unit\plugins\test_adr033_packaging_smoke.py,14,0,3,Pattern 2 (Shared Test Utility),test
_loader,unit\plugins\test_adr033_packaging_smoke.py,317,0,0,Pattern 2 (Local Test Helper),test
_minimal_plot_meta,unit\plugins\test_plot_extension_metadata.py,14,0,16,Pattern 2 (Shared Test Utility),test
_toggle_many,unit\plugins\test_trust_atomic.py,122,0,1,Pattern 2 (Local Test Helper),test
_toggle_alpha,unit\plugins\test_trust_atomic.py,172,0,1,Pattern 2 (Local Test Helper),test
_toggle_beta,unit\plugins\test_trust_atomic.py,177,0,1,Pattern 2 (Local Test Helper),test
_emit,calibrated_explanations\parallel\parallel.py,712,36,0,Consistent (Internal Only),library
_require_ce,calibrated_explanations\ce_agent_utils.py,110,4,0,Consistent (Internal Only),library
_is_wrapper,calibrated_explanations\ce_agent_utils.py,129,6,0,Consistent (Internal Only),library
_supports_kwarg,calibrated_explanations\ce_agent_utils.py,144,2,0,Consistent (Internal Only),library
_filter_kwargs,calibrated_explanations\core\reject\orchestrator.py,1426,6,0,Consistent (Internal Only),library
_ensure_required_methods,calibrated_explanations\ce_agent_utils.py,172,6,0,Consistent (Internal Only),library
_ensure_required_attrs,calibrated_explanations\ce_agent_utils.py,182,6,0,Consistent (Internal Only),library
_validate_wrapper_state,calibrated_explanations\ce_agent_utils.py,192,6,0,Consistent (Internal Only),library
_ce_strict_call,calibrated_explanations\ce_agent_utils.py,274,6,0,Consistent (Internal Only),library
_extract_top_features,calibrated_explanations\ce_agent_utils.py,316,2,0,Consistent (Internal Only),library
_extract_prediction_triplet,calibrated_explanations\ce_agent_utils.py,329,2,0,Consistent (Internal Only),library
_coerce_guarded_audit_payload,calibrated_explanations\ce_agent_utils.py,388,2,0,Consistent (Internal Only),library
_explain_and_narrate_impl,calibrated_explanations\ce_agent_utils.py,598,1,0,Consistent (Internal Only),library
_safe_call_with_kwargs,calibrated_explanations\ce_agent_utils.py,751,4,0,Consistent (Internal Only),library
_TELEMETRY_HOOK,calibrated_explanations\ce_agent_utils.py,81,5,0,Consistent (Internal Only),library
_fmt_num,calibrated_explanations\ce_agent_utils.py,447,6,0,Consistent (Internal Only),library
_fmt_interval,calibrated_explanations\ce_agent_utils.py,465,2,0,Consistent (Internal Only),library
_interval_bounds,calibrated_explanations\ce_agent_utils.py,470,2,0,Consistent (Internal Only),library
_cmd_config_show,calibrated_explanations\cli.py,13,1,0,Consistent (Internal Only),library
_cmd_config_export,calibrated_explanations\cli.py,23,1,0,Consistent (Internal Only),library
_cmd_plugins,calibrated_explanations\cli.py,36,1,0,Consistent (Internal Only),library
_CONTEXT_KEYS,calibrated_explanations\logging.py,17,3,0,Consistent (Internal Only),library
_context_vars,calibrated_explanations\logging.py,26,7,0,Consistent (Internal Only),library
_get_module_config_manager,calibrated_explanations\logging.py,30,2,0,Consistent (Internal Only),library
_coerce_bool,calibrated_explanations\core\config_manager.py,207,6,0,Consistent (Internal Only),library
_module_config_manager,calibrated_explanations\logging.py,34,5,0,Consistent (Internal Only),library
_get_plotting_config_manager,calibrated_explanations\plotting.py,30,6,0,Consistent (Internal Only),library
_bind_plot_plugin_config,calibrated_explanations\plotting.py,39,6,0,Consistent (Internal Only),library
_MATPLOTLIB_IMPORT_ERROR,calibrated_explanations\viz\_matplotlib_compat.py,46,16,0,Consistent (Internal Only),library
_require_matplotlib,calibrated_explanations\viz\__init__.py,54,22,0,Consistent (Internal Only),library
_read_plot_pyproject,calibrated_explanations\plotting.py,122,6,0,Consistent (Internal Only),library
_format_save_path,calibrated_explanations\plotting.py,143,10,0,Consistent (Internal Only),library
_resolve_explainer_from_explanation,calibrated_explanations\plotting.py,163,10,0,Consistent (Internal Only),library
_resolve_plot_style_chain,calibrated_explanations\plotting.py,196,4,0,Consistent (Internal Only),library
_BUILTIN_INSTANCE_PLOT_STYLES,calibrated_explanations\plotting.py,248,2,0,Consistent (Internal Only),library
_resolve_named_plot_style,calibrated_explanations\plotting.py,251,10,0,Consistent (Internal Only),library
_select_default_plot_style,calibrated_explanations\plotting.py,264,10,0,Consistent (Internal Only),library
_warn_and_log_plotspec_fallback,calibrated_explanations\plotting.py,302,14,0,Consistent (Internal Only),library
_render_instance_plot_plugin,calibrated_explanations\plotting.py,334,6,0,Consistent (Internal Only),library
_render_collection_plot_plugin,calibrated_explanations\plotting.py,391,2,0,Consistent (Internal Only),library
_plugin_instance_index,calibrated_explanations\plotting.py,443,6,0,Consistent (Internal Only),library
_plot_config_path,calibrated_explanations\plotting.py,475,4,0,Consistent (Internal Only),library
_setup_plot_style,calibrated_explanations\plotting.py,547,4,0,Consistent (Internal Only),library
_draw_proba_triangle_overlay,calibrated_explanations\plotting.py,1228,0,0,Pattern 3 (Completely Dead),library
_plot_proba_triangle,calibrated_explanations\viz\_matplotlib_compat.py,765,6,0,Consistent (Internal Only),library
_plot_alternative_dict,calibrated_explanations\explanations\explanations.py,40,2,0,Consistent (Internal Only),library
_plot_probabilistic_dict,calibrated_explanations\explanations\explanations.py,47,2,0,Consistent (Internal Only),library
_finite_or,calibrated_explanations\plotting.py,710,6,0,Consistent (Internal Only),library
_format_class,calibrated_explanations\plotting.py,758,8,0,Consistent (Internal Only),library
_safe_float,calibrated_explanations\plugins\builtins.py,1345,18,0,Consistent (Internal Only),library
_validate_invariants,calibrated_explanations\plugins\predict_monitor.py,132,4,0,Consistent (Internal Only),library
_resolve_package_version,calibrated_explanations\__init__.py,20,2,0,Consistent (Internal Only),library
_reduce_mappingproxy,calibrated_explanations\__init__.py,39,1,0,Consistent (Internal Only),library
_perf_from_config,calibrated_explanations\api\config.py,19,2,0,Consistent (Internal Only),library
_build_perf_factory,calibrated_explanations\api\config.py,311,3,0,Consistent (Internal Only),library
_cfg,calibrated_explanations\core\wrap_explainer.py,266,29,0,Consistent (Internal Only),library
_cache_cfg,calibrated_explanations\api\config.py,291,2,0,Consistent (Internal Only),library
_parallel_cfg,calibrated_explanations\api\config.py,292,2,0,Consistent (Internal Only),library
_perf_factory,calibrated_explanations\api\config.py,283,3,0,Consistent (Internal Only),library
_F,calibrated_explanations\api\decorators.py,8,3,0,Consistent (Internal Only),library
_NONE_SENTINEL,calibrated_explanations\cache\cache.py,215,5,0,Consistent (Internal Only),library
_hash_part,calibrated_explanations\cache\cache.py,275,1,0,Consistent (Internal Only),library
_reconstruct_lru_cache,calibrated_explanations\cache\cache.py,827,1,0,Consistent (Internal Only),library
_reconstruct_calibrator_cache,calibrated_explanations\cache\cache.py,841,1,0,Consistent (Internal Only),library
_reconstruct_cache_config,calibrated_explanations\cache\cache.py,851,1,0,Consistent (Internal Only),library
_reconstruct_cache_metrics,calibrated_explanations\cache\cache.py,863,1,0,Consistent (Internal Only),library
_HAVE_CACHETOOLS,calibrated_explanations\cache\cache.py,46,2,0,Consistent (Internal Only),library
_safe_estimate,calibrated_explanations\cache\cache.py,586,3,0,Consistent (Internal Only),library
_evict_oldest,calibrated_explanations\cache\cache.py,595,1,0,Consistent (Internal Only),library
_evict_no_lock,calibrated_explanations\cache\cache.py,604,1,0,Consistent (Internal Only),library
_logger,calibrated_explanations\plugins\manager.py,142,44,0,Consistent (Internal Only),library
_size_estimator,calibrated_explanations\cache\cache.py,659,3,0,Consistent (Internal Only),library
_telemetry,calibrated_explanations\cache\cache.py,490,5,0,Consistent (Internal Only),library
_lock,calibrated_explanations\cache\cache.py,652,8,0,Consistent (Internal Only),library
_bytes,calibrated_explanations\cache\cache.py,755,7,0,Consistent (Internal Only),library
_version_lock,calibrated_explanations\cache\cache.py,802,4,0,Consistent (Internal Only),library
_store,calibrated_explanations\cache\cache.py,476,16,0,Consistent (Internal Only),library
_ttl,calibrated_explanations\cache\cache.py,132,3,0,Consistent (Internal Only),library
_expiries,calibrated_explanations\cache\cache.py,134,9,0,Consistent (Internal Only),library
_NAME_TO_MODULE,calibrated_explanations\viz\__init__.py,95,10,0,Consistent (Internal Only),library
_orch,calibrated_explanations\calibration\interval_learner.py,95,4,0,Consistent (Internal Only),library
_append_calibration_buffer,calibrated_explanations\calibration\interval_regressor.py,98,4,0,Consistent (Internal Only),library
_append_bins,calibrated_explanations\calibration\interval_regressor.py,129,2,0,Consistent (Internal Only),library
_ensure_capacity,calibrated_explanations\calibration\interval_regressor.py,149,3,0,Consistent (Internal Only),library
_from_primitive_v2,calibrated_explanations\calibration\venn_abers.py,451,2,0,Consistent (Internal Only),library
_fit_cps,calibrated_explanations\calibration\interval_regressor.py,738,1,0,Consistent (Internal Only),library
_fit_split_cps,calibrated_explanations\calibration\interval_regressor.py,750,1,0,Consistent (Internal Only),library
_bins_storage,calibrated_explanations\calibration\interval_regressor.py,590,13,0,Consistent (Internal Only),library
_bins_size,calibrated_explanations\calibration\interval_regressor.py,591,11,0,Consistent (Internal Only),library
_y_cal_hat_storage,calibrated_explanations\calibration\interval_regressor.py,714,8,0,Consistent (Internal Only),library
_y_cal_hat_size,calibrated_explanations\calibration\interval_regressor.py,715,6,0,Consistent (Internal Only),library
_residual_cal_storage,calibrated_explanations\calibration\interval_regressor.py,716,6,0,Consistent (Internal Only),library
_residual_cal_size,calibrated_explanations\calibration\interval_regressor.py,717,3,0,Consistent (Internal Only),library
_sigma_cal_storage,calibrated_explanations\calibration\interval_regressor.py,718,6,0,Consistent (Internal Only),library
_sigma_cal_size,calibrated_explanations\calibration\interval_regressor.py,719,3,0,Consistent (Internal Only),library
_as_list,calibrated_explanations\calibration\venn_abers.py,405,24,0,Consistent (Internal Only),library
_default,calibrated_explanations\calibration\interval_wrappers.py,66,8,0,Consistent (Internal Only),library
_calibrators,calibrated_explanations\calibration\interval_wrappers.py,24,6,0,Consistent (Internal Only),library
_X_cal,calibrated_explanations\calibration\state.py,58,10,0,Consistent (Internal Only),library
_y_cal,calibrated_explanations\calibration\state.py,99,3,0,Consistent (Internal Only),library
_get_calibration_data_hash,calibrated_explanations\calibration\summaries.py,50,2,0,Consistent (Internal Only),library
_ignore_runtime_warnings,calibrated_explanations\calibration\venn_abers.py,30,4,0,Consistent (Internal Only),library
_fit_va,calibrated_explanations\calibration\venn_abers.py,123,2,0,Consistent (Internal Only),library
_predict_proba_with_difficulty,calibrated_explanations\calibration\venn_abers.py,163,2,0,Consistent (Internal Only),library
_select_interval_summary,calibrated_explanations\calibration\venn_abers.py,374,3,0,Consistent (Internal Only),library
